,balanced_accuracy,kappa_accuracy,accuracy,F1_micro_accuracy,recall_accuracy,precision_accuracy
metrics,0.829441698793678,0.816153403065904,0.8406815079443217,0.8406815079443217,0.8406815079443217,0.8406815079443217
