,balanced_accuracy,kappa_accuracy,accuracy,F1_micro_accuracy,recall_accuracy,precision_accuracy
metrics,0.7880186270908934,0.7959392696880355,0.8221764127003383,0.8221764127003383,0.8221764127003383,0.8221764127003383
